categoria_id,grupo,id,nombre,tipo,descripcion,imagen,visible,disponible,frutal,cremoso,vegano,sin_azucar,premium,ingredientes,alergenos,nutri_porcion,nutri_kcal,nutri_grasa,nutri_grasasat,nutri_hc,nutri_azucares,nutri_proteina,nutri_sal
paletas,Veganas / sin azúcar,chocolate-dark-vegano,Chocolate Dark Vegano,Paleta vegana · Sin azúcar,"Chocolate oscuro intenso al 70%, sin lácteos ni azúcar añadida. Para los amantes del cacao puro.",,true,true,false,false,true,true,false,"Agua, cacao 70%, leche de coco, eritritol, estevia.",Sin alérgenos. Apto vegano. Sin azúcar añadida.,100 g,105,5.5,3.5,11,0,2.0,0.05
paletas,Veganas / sin azúcar,maracuya-pina,Maracuyá Piña,Paleta vegana · Sin azúcar,"Combo tropical refrescante y ácido. Sin azúcar añadida, todo el sabor de la fruta natural.",img/paletas-variedad.jpg,true,true,true,false,true,true,false,"Pulpa de maracuyá, pulpa de piña, agua, eritritol.",Sin alérgenos. Apto vegano. Sin azúcar añadida.,100 g,42,0.1,0.0,9,0,0.3,0.01
paletas,Veganas / sin azúcar,frutilla-frambuesa,Frutilla Frambuesa,Paleta vegana · Sin azúcar,"Fresco y ácido con la intensidad de dos berries. Sin azúcar, sin lácteos.",img/paletas-variedad.jpg,true,true,true,false,true,true,false,"Pulpa de frutilla, pulpa de frambuesa, agua, eritritol.",Sin alérgenos. Apto vegano. Sin azúcar añadida.,100 g,40,0.2,0.1,8,0,0.4,0.01
5litros,Sabores disponibles,arroz-leche,Arroz con leche,Helado 5 litros,"El postre clásico chileno en formato helado. Cremoso, suave y especiado con canela.",,true,true,false,true,false,false,false,"Leche, crema, arroz, azúcar, canela, piel de limón.",Contiene leche.,100 g,185,7.5,4.8,27,20,3.5,0.15
5litros,Sabores disponibles,banana-split,Banana Split,Helado 5 litros,"Helado de banana con notas de crema y fruta. Dulce, frutal y nostálgico.",,true,true,false,true,false,false,false,"Leche, crema, pulpa de banana, azúcar, vainilla.",Contiene leche.,100 g,190,8.0,5.0,27,24,2.8,0.1
5litros,Sabores disponibles,cafe-capuchino,Café Capuchino,Helado 5 litros,Intenso sabor a café con notas de leche cremosa. Perfecto para los amantes del café.,,true,true,false,true,false,false,false,"Leche, crema, extracto de café, azúcar.",Contiene leche.,100 g,188,8.5,5.2,24,22,3.2,0.12
5litros,Sabores disponibles,chirimoya-alegre,Chirimoya Alegre,Helado 5 litros,"La chirimoya tropical con un toque de naranja. Frutal, aromático y muy chileno.",,true,true,false,true,false,false,false,"Pulpa de chirimoya, zumo de naranja, azúcar, leche, crema.",Contiene leche.,100 g,175,6.5,4.2,27,24,2.5,0.08
5litros,Sabores disponibles,chocolate-clasico,Chocolate Clásico,Helado 5 litros,Helado de chocolate cremoso con sabor intenso y equilibrado. El clásico de los clásicos.,img/chocolate-nutella.jpg,true,true,false,true,false,false,false,"Leche, crema, cacao en polvo, azúcar, yema de huevo.","Contiene leche, huevo.",100 g,198,9.5,5.8,25,22,3.5,0.12
5litros,Sabores disponibles,frambuesa-5l,Frambuesa,Helado 5 litros,"Refrescante helado de frambuesa, con el equilibrio justo entre acidez y dulzor.",img/helado-frambuesa.jpg,true,true,false,true,false,false,false,"Pulpa de frambuesa, leche, azúcar, crema, zumo de limón.",Contiene leche.,100 g,170,6.0,3.8,26,23,2.2,0.08
5litros,Sabores disponibles,frutos-bosque-5l,Frutos del Bosque,Helado 5 litros,Mezcla cremosa de berries con profundidad de sabor y color vibrante.,img/paleta-frutos-bosque.jpg,true,true,false,true,false,false,false,"Mezcla de berries, leche, crema, azúcar.",Contiene leche.,100 g,172,6.2,3.9,26,23,2.4,0.08
5litros,Sabores disponibles,lucuma-manjar,Lúcuma Manjar,Helado 5 litros,La combinación más chilena: lúcuma suave y el dulzor profundo del manjar artesanal.,,true,true,false,true,false,false,false,"Leche, crema, pulpa de lúcuma, manjar (leche condensada), azúcar.",Contiene leche.,100 g,210,9.0,5.5,30,27,3.2,0.12
5litros,Sabores disponibles,pina-agua,Piña al Agua,Helado 5 litros,"Helado al agua de piña, muy refrescante y ligero. Sin crema, sabor puro de fruta.",,true,true,true,false,false,false,false,"Pulpa de piña, agua, azúcar, zumo de limón.",Sin alérgenos. Apto vegano.,100 g,90,0.2,0.1,22,20,0.3,0.02
5litros,Sabores disponibles,pistacho-5l,Pistacho,Helado 5 litros,Cremoso helado de pistacho con aroma tostado y textura sedosa.,,true,true,false,true,false,false,false,"Leche, crema, pasta de pistacho, azúcar.","Contiene leche, pistacho (frutos secos).",100 g,205,10.5,5.3,23,20,3.8,0.13
5litros,Sabores disponibles,vainilla-5l,Vainilla,Helado 5 litros,Vainilla artesanal cremosa con aroma natural. El clásico que nunca falla.,,true,true,false,true,false,false,false,"Leche, crema, azúcar, vainilla natural.",Contiene leche.,100 g,178,8.5,5.0,23,21,2.8,0.1
10litros,Sabores disponibles según temporada y stock,chocolate-10l,Chocolate,Helado 10 litros,"Helado de chocolate artesanal, cremoso e intenso, en formato gran volumen.",img/chocolate-nutella.jpg,true,true,false,true,false,false,false,"Leche, crema, cacao, azúcar, huevo.","Contiene leche, huevo.",100 g,195,9.0,5.5,25,22,3.4,0.12
10litros,Sabores disponibles según temporada y stock,frutilla-10l,Frutilla,Helado 10 litros,Frutilla artesanal clásica en gran formato. Fresco y dulce.,img/paletas-variedad.jpg,true,true,false,true,false,false,false,"Puré de frutilla, leche, crema, azúcar.",Contiene leche.,100 g,168,5.8,3.6,26,23,2.2,0.08
10litros,Sabores disponibles según temporada y stock,vainilla-10l,Vainilla,Helado 10 litros,La vainilla artesanal de siempre en formato 10 litros para mayor rendimiento.,,true,true,false,true,false,false,false,"Leche, crema, azúcar, vainilla natural.",Contiene leche.,100 g,178,8.5,5.0,23,21,2.8,0.1
10litros,Sabores disponibles según temporada y stock,lucuma-10l,Lúcuma,Helado 10 litros,Lúcuma pura y cremosa con el sabor característico de esta fruta chilena única.,,true,true,false,true,false,false,false,"Leche, crema, pulpa de lúcuma, azúcar.",Contiene leche.,100 g,192,8.0,4.9,27,24,2.8,0.09
10litros,Sabores disponibles según temporada y stock,frambuesa-10l,Frambuesa,Helado 10 litros,"Frambuesa fresca y ácida en gran formato, perfecto para negocios y eventos.",img/helado-frambuesa.jpg,true,true,false,true,false,false,false,"Pulpa de frambuesa, leche, crema, azúcar.",Contiene leche.,100 g,170,6.0,3.8,26,23,2.2,0.08
10litros,Sabores disponibles según temporada y stock,chirimoya-alegre-10l,Chirimoya Alegre,Helado 10 litros,"Chirimoya con naranja, el sabor más chileno en formato de mayor volumen.",,true,true,false,true,false,false,false,"Pulpa de chirimoya, naranja, leche, crema, azúcar.",Contiene leche.,100 g,175,6.5,4.2,27,24,2.5,0.08
10litros,Sabores disponibles según temporada y stock,manjar-10l,Manjar,Helado 10 litros,El dulzor irresistible del manjar artesanal en helado. Cremoso y profundo.,,true,true,false,true,false,false,false,"Leche condensada, crema, leche, azúcar.",Contiene leche.,100 g,218,9.5,6.0,31,28,3.5,0.13
gelato,Sabores premium,vanilla-tahitiana,Vanilla Tahitiana,Gelato Chef · Premium,Vainilla de Tahití con aroma floral excepcional. Más compleja y perfumada que la vainilla clásica.,,true,true,false,true,false,false,true,"Leche entera, crema, azúcar, vaina de vainilla de Tahití, yema de huevo.","Contiene leche, huevo.",100 g,218,11.0,6.8,26,23,3.8,0.1
gelato,Sabores premium,vanilla-bourbon,Vanilla Bourbon,Gelato Chef · Premium,"Vainilla de Madagascar con sabor cálido, cremoso y notas a caramelo.",,true,true,false,true,false,false,true,"Leche entera, crema, azúcar, extracto de vainilla Bourbon, yema de huevo.","Contiene leche, huevo.",100 g,215,11.0,6.8,25,22,3.8,0.1
gelato,Sabores premium,manjar-nuez-gc,Manjar Nuez,Gelato Chef · Premium,"Manjar artesanal con nueces caramelizadas. Profundo, dulce y con textura irresistible.",,true,true,false,true,false,false,true,"Leche, crema, manjar (leche condensada), nueces caramelizadas, azúcar.","Contiene leche, nueces (frutos secos).",100 g,235,13.0,7.2,28,26,4.0,0.12
gelato,Sabores premium,cookies-cream-gc,Cookies & Cream,Gelato Chef · Premium,Gelato de vainilla premium con grandes trozos de galleta de chocolate artesanal.,,true,true,false,true,false,false,true,"Leche, crema, azúcar, galleta chocolate artesanal, vainilla Bourbon.","Contiene leche, gluten (trigo).",100 g,230,11.0,6.5,30,25,3.5,0.2
gelato,Sabores premium,pistacho-italiano,Pistacho Italiano,Gelato Chef · Premium,Pasta de pistacho siciliano DOP. El auténtico gelato italiano con sabor intenso y color natural.,,true,true,false,true,false,false,true,"Leche, crema, pasta de pistacho siciliano (100% pistacho), azúcar.","Contiene leche, pistacho (frutos secos).",100 g,228,13.0,6.0,23,19,5.0,0.13
gelato,Sabores premium,alfajor,Alfajor,Gelato Chef · Premium,Gelato de manjar con trozos de galleta de alfajor. El sabor más chileno en versión premium.,,true,true,false,true,false,false,true,"Leche, crema, manjar, galleta de maicena (maíz, azúcar), azúcar.",Contiene leche.,100 g,238,11.0,6.5,33,28,3.5,0.15
gelato,Sabores premium,chocolate-80,Chocolate 80% Cacao,Gelato Chef · Premium,"Intensidad pura del cacao al 80%. Amargo, profundo y equilibrado para los verdaderos chocolateros.",img/chocolate-nutella.jpg,true,true,false,true,false,false,true,"Leche, crema, chocolate 80% cacao (cacao, manteca de cacao, azúcar), azúcar.",Contiene leche. Puede contener trazas de frutos secos.,100 g,232,14.0,8.5,22,18,4.5,0.08
gelato,Sabores premium,chocolate-nutella-gc,Chocolate Nutella,Gelato Chef · Premium,Gelato premium de Nutella y chocolate. Más intenso y cremoso que la versión clásica.,img/chocolate-nutella.jpg,true,true,false,true,false,false,true,"Leche, crema, Nutella (avellanas, cacao, azúcar, leche), chocolate, azúcar.","Contiene leche, avellanas. Puede contener trazas de gluten.",100 g,248,14.0,8.0,28,25,4.2,0.13
gelato,Sabores premium,yogurt-griego-frambuesa,Yogurt Griego Frambuesa,Gelato Chef · Premium,"La acidez del yogurt griego con la intensidad de la frambuesa fresca. Fresco, suave y equilibrado.",img/helado-frambuesa.jpg,true,true,false,true,false,false,true,"Yogurt griego, crema, pulpa de frambuesa, azúcar, leche.",Contiene leche.,100 g,168,5.5,3.5,24,21,5.5,0.1
gelato,Veganos / sin azúcar,mango-maracuya-gc,Mango Maracuyá,Gelato Chef · Vegano,"Sorbete premium de mango y maracuyá, sin lácteos ni azúcar añadida. Tropical y refrescante.",img/paleta-frutos-bosque.jpg,true,true,true,false,true,true,false,"Pulpa de mango, pulpa de maracuyá, agua, eritritol.",Sin alérgenos. Apto vegano. Sin azúcar añadida.,100 g,55,0.2,0.1,12,0,0.5,0.02
gelato,Veganos / sin azúcar,frutos-bosque-gc,Frutos del Bosque,Gelato Chef · Vegano,"Sorbete de berries mixtos, sin azúcar ni lácteos. Profundo, ácido y naturalmente colorido.",img/paleta-frutos-bosque.jpg,true,true,true,false,true,true,false,"Mezcla de berries, agua, eritritol, zumo de limón.",Sin alérgenos. Apto vegano. Sin azúcar añadida.,100 g,50,0.3,0.1,10,0,0.6,0.02
gelato,Veganos / sin azúcar,chocolate-sa,Chocolate sin Azúcar,Gelato Chef · Sin azúcar,Gelato de cacao intenso sin azúcar añadida. Con leche de coco para textura cremosa.,,true,true,false,false,true,true,false,"Leche de coco, cacao, eritritol, estevia.",Sin gluten. Sin azúcar añadida. Contiene coco.,100 g,98,5.5,4.0,10,0,1.8,0.05
gelato,Veganos / sin azúcar,vainilla-sa,Vainilla sin Azúcar,Gelato Chef · Sin azúcar,Gelato cremoso de vainilla sin azúcar. Suave y aromático para quienes cuidan su consumo.,,true,true,false,true,true,true,false,"Leche, crema, vainilla natural, eritritol, estevia.",Contiene leche. Sin azúcar añadida.,100 g,105,6.0,3.8,9,0,3.0,0.1
gelato,Veganos / sin azúcar,frambuesa-sa,Frambuesa sin Azúcar,Gelato Chef · Sin azúcar,Refrescante gelato de frambuesa sin azúcar. Toda la acidez y el sabor natural.,img/helado-frambuesa.jpg,true,true,false,true,true,true,false,"Pulpa de frambuesa, leche, eritritol, zumo de limón.",Contiene leche. Sin azúcar añadida.,100 g,72,2.0,1.2,10,0,2.0,0.08
gelato,Veganos / sin azúcar,chocolate-dark-gc,Chocolate Dark Vegano,Gelato Chef · Vegano,Sorbete intenso de cacao dark sin lácteos. Para los amantes del chocolate sin concesiones.,,true,true,false,false,true,true,false,"Agua, cacao 70%, leche de coco, eritritol, estevia.",Sin alérgenos. Apto vegano. Sin azúcar añadida.,100 g,110,6.0,4.0,12,0,2.0,0.05
sustancias,Tipos y presentaciones,sustancia-tradicional,Sustancia tradicional,Sustancias Mepiache,"La golosina clásica de Mepiache. Textura esponjosa, suave y melosa, una tradición chilena de invierno.",img/helados-invierno.jpg,true,true,false,false,false,false,false,"Azúcar, agua, claras de huevo, colapez (gelatina animal).",Contiene huevo. Sin lactosa. Sin gluten.,100 g,340,0,0,82,79,5.5,0.05
sustancias,Tipos y presentaciones,helados-invierno,Helados de invierno,Sustancias Mepiache,Versión cálida y reconfortante para los meses fríos. La tradición Mepiache en formato invernal.,img/helados-invierno.jpg,true,true,false,false,false,false,false,"Azúcar, agua, claras de huevo, colapez, aromas naturales.",Contiene huevo. Sin lactosa. Sin gluten.,100 g,335,0,0,81,78,5.2,0.05
sustancias,Tipos y presentaciones,confites-tradicionales,Confites tradicionales,Sustancias Mepiache,Confites artesanales con la textura y dulzor que distinguen a Mepiache desde siempre.,img/helados-invierno.jpg,true,true,false,false,false,false,false,"Azúcar, glucosa, agua, aromas naturales, colorantes naturales.",Sin alérgenos. Sin gluten. Sin lactosa.,100 g,380,0,0,95,92,0,0.02
sustancias,Tipos y presentaciones,formato-individual,Formato individual,Sustancias Mepiache,"Porción individual de sustancia tradicional, ideal para consumo personal y regalo.",img/helados-invierno.jpg,true,true,false,false,false,false,false,"Azúcar, agua, claras de huevo, colapez.",Contiene huevo. Sin lactosa. Sin gluten.,100 g,340,0,0,82,79,5.5,0.05
sustancias,Tipos y presentaciones,formato-compartir,Formato para compartir,Sustancias Mepiache,"Presentación familiar de las sustancias Mepiache, pensada para compartir entre varios.",img/helados-invierno.jpg,true,true,false,false,false,false,false,"Azúcar, agua, claras de huevo, colapez.",Contiene huevo. Sin lactosa. Sin gluten.,100 g,340,0,0,82,79,5.5,0.05
